x,y
-2.249114627,2.529258304
0.258954324,0.033528671
2.021588445,2.043409921
-0.385747816,0.074400689
-1.503737577,1.130613351
0.108363879,0.005871365
1.121714354,0.629121545
-0.197935268,0.019589185
0.553799479,0.153346932
1.16505516,0.678676763
-0.724813675,0.262677432
2.55495086,3.263886948
0.440192868,0.096884881
0.501109048,0.125555139
1.100253776,0.605279186
-1.850222577,1.711661792
-0.051957986,0.001349816
-1.52123867,1.157083545
-1.542841462,1.190179889
1.674184381,1.401446671
1.478044155,1.092307262
-0.438917561,0.096324313
0.120029597,0.007203552
-0.70217813,0.246527063
-2.359286772,2.783117037
1.272154861,0.809188995
-0.222416913,0.024734642
-0.42669612,0.091034789
0.753112038,0.283588871
-1.127499876,0.635627985
1.450678003,1.052233334
-1.536044478,1.179716319
-1.169915833,0.684351528
-0.630437334,0.198725616
-0.022435951,0.000251686
1.034254051,0.53484072
1.419501757,1.007492619
1.401238781,0.981735061
0.405127237,0.082064039
-0.619269301,0.191747234
-0.364290142,0.066353654
-1.657623674,1.373858122
0.819675815,0.335934221
0.666735147,0.222267878
1.605840557,1.289361948
-0.432987018,0.093738879
-0.098076573,0.004809507
-0.13833347,0.009568074
0.930621829,0.433028494
-1.45011488,1.051416583
0.734893766,0.270034424
-0.828846713,0.343493437
-2.248312552,2.527454667
-0.025761948,0.000331839
1.257282222,0.790379292
-0.371904574,0.069156506
0.199692671,0.019938581
-0.39051024,0.076249124
0.270907994,0.036695571
1.068918439,0.571293315
-0.474889741,0.112760133
-0.396399457,0.078566265
0.101522853,0.005153445
-0.245740785,0.030194267
0.480323694,0.115355425
-2.361094664,2.787384007
0.071990771,0.002591336
-0.221957682,0.024632606
1.151044956,0.662452245
0.564815331,0.159508179
2.294952368,2.633403185
1.453968399,1.057012052
1.010925241,0.510984922
0.882557931,0.389454251
-0.168501141,0.014196317
0.908384312,0.41258103
-1.048784166,0.549974114
0.825944068,0.341091801
-0.240544912,0.028930927
0.602305197,0.181385775
1.148434825,0.659451273
-2.148173494,2.30732468
-1.482229065,1.0985015
1.779087882,1.582576846
0.195581039,0.019125971
-2.362418505,2.790510597
-0.285369617,0.040717909
0.017248243,0.000148751
1.22611131,0.751674472
-0.644641347,0.207781233
-0.435826832,0.094972514
-0.515070696,0.132648911
1.435334634,1.030092755
0.066247362,0.002194356
0.06516517,0.00212325
-0.546655007,0.149415848
-0.639036648,0.204183919
0.818931894,0.335324723
-1.800002765,1.620004977
-1.149489665,0.660663244
-2.299563867,2.643996989
-0.270187982,0.036500773
0.486481338,0.118332046
-0.893310505,0.399001829
0.506196513,0.128117455
-0.20820439,0.021674534
-0.484265328,0.117256454
0.404272346,0.081718065
0.658541938,0.216838742
0.418240273,0.087462463
-1.157523148,0.669929919
0.900498898,0.405449133
-0.073145652,0.002675143
-1.529388142,1.169514045
-1.176458664,0.692027494
-0.329415007,0.054257123
-1.208218811,0.729896347
1.325463529,0.878426784
-1.789426897,1.601024309
-0.62616079,0.196038667
0.832368133,0.346418354
0.422516204,0.089259971
1.315565579,0.865356397
0.120613406,0.007273797
0.604096815,0.182466481
2.029179238,2.058784191
0.975319206,0.475623777
-1.031411833,0.531905185
-0.997490897,0.497494045
0.079334461,0.003146978
-0.199781804,0.019956385
-1.280399168,0.819711014
-0.394483096,0.077808456
0.167120964,0.013964708
-0.067278142,0.002263174
0.899082883,0.404175015
0.143093298,0.010237846
-0.366040483,0.066992818
2.090092622,2.184243584
-1.155841318,0.667984576
-1.898169831,1.801524353
-2.655145156,3.524897899
-1.528285845,1.167828813
2.432288499,2.95801367
-0.394690843,0.077890431
-0.36306293,0.065907345
0.114914133,0.006602629
-0.094408148,0.004456449
0.805965587,0.324790264
-0.368562494,0.067919156
-0.816616331,0.333431116
-1.02545764,0.525781686
1.499846551,1.124769838
0.847149827,0.358831415
-0.011037004,6.09077E-05
-0.941506171,0.443216935
-0.002531164,3.2034E-06
0.684023262,0.233943912
0.4119207,0.084839332
-0.720867883,0.259825252
0.228645298,0.026139336
-0.458349269,0.105042026
0.461631371,0.106551761
1.38186051,0.954769234
1.493725948,1.115608603
1.044251381,0.545230473
1.657351387,1.37340681
-1.611612533,1.298647478
0.81781082,0.334407269
0.862202668,0.371696721
1.815488739,1.64799968
-0.466928058,0.109010906
-0.058221416,0.001694867
0.862141754,0.371644202
-0.46209028,0.106763713
0.268489207,0.036043227
1.264653525,0.799674269
0.569120996,0.161949354
0.038631322,0.00074619
-1.251338772,0.782924361
-0.339169923,0.057518118
0.456058363,0.103994615
-1.547517471,1.197405161
0.192807373,0.018587341
1.030195018,0.530650888
-0.107484213,0.005776428
-0.047589053,0.001132359
0.783524512,0.30695533
1.004363408,0.504372928
-0.618910829,0.191525307
-0.734884399,0.27002754
0.904798849,0.409330478
0.408728191,0.083529367
-1.417375058,1.004476027
0.448050826,0.100374772
-0.816474449,0.333315263
-0.090907081,0.004132049
-1.305020798,0.851539641
-0.973367112,0.473721767
1.328805265,0.882861716
0.702309875,0.24661958
0.060796125,0.001848084
-1.100207308,0.60522806
2.276876397,2.592083063
1.245624384,0.775790053
0.047271846,0.001117314
-0.8920793,0.397902739
0.591618786,0.175006394
-0.496032598,0.123024169
0.541821927,0.146785501
-1.101429065,0.606572993
0.868053786,0.376758687
-0.450233735,0.101355208
-2.071433746,2.145418883
-0.804274909,0.323429065
0.341075015,0.058166083
0.33939444,0.057594293
-0.689763627,0.237886931
-1.187641029,0.705245607
-1.3937745,0.971303678
-0.838006507,0.351127453
-1.2327741,0.75986599
-0.39100874,0.076443918
-0.52030114,0.135356638
0.403405688,0.081368074
0.844524784,0.356611056
0.925193656,0.427991651
0.017243278,0.000148665
0.202213567,0.020445163
-0.852938971,0.363752444
-1.186962863,0.704440419
0.188023915,0.017676496
-0.70697451,0.249906479
0.253437504,0.032115284
-0.521296551,0.135875047
0.512878693,0.131522277
-0.730094701,0.266519137
2.277331775,2.593120007
-0.354355991,0.062784084
0.14611832,0.010675282
0.252565195,0.031894589
-1.549778941,1.200907383
0.601363631,0.180819109
-0.797706539,0.318167861
-0.933309503,0.435533314
-0.647864461,0.20986418
-0.790942461,0.312794988
-0.213600546,0.022812597
-0.075800529,0.00287286
0.171543875,0.014713651
-0.225048003,0.025323302
2.061037077,2.123936915
-1.002254165,0.502256705
0.852100038,0.363037237
0.099977823,0.004997783
0.409262589,0.083747933
0.837753075,0.350915107
0.468257079,0.109632346
-0.702326475,0.246631239
0.73300033,0.268644742
0.286173902,0.040947751
-0.060843,0.001850935
0.820376362,0.336508688
-0.650982059,0.211888821
-1.366662488,0.933883178
-0.053302888,0.001420599
1.399980908,0.979973271
1.58635403,1.258259555
-0.576415147,0.166127211
-1.268634015,0.804716132
2.186797597,2.391041866
1.509550558,1.139371444
-0.139276326,0.009698947
2.227562966,2.481018383
-0.143105719,0.010239623
-0.024355443,0.000296594
-0.195509711,0.019112024
-1.012115223,0.512188612
0.465476604,0.108334235
-0.769470335,0.296042298
-1.867589511,1.743945291
-0.712061613,0.253515871
0.795219415,0.316186959
-0.482350054,0.116330787
-0.941400035,0.443117013
-0.653459231,0.213504483
-1.754909866,1.539854319
0.124116757,0.007702485
0.471649501,0.111226626
-0.4831697,0.11672648
1.179996712,0.69619612
2.485035541,3.087700821
0.526549868,0.138627382
-0.49635805,0.123185657
0.044853009,0.001005896
-0.852421185,0.363310938
0.318658115,0.050771497
-1.691860329,1.431195686
-1.205766983,0.726937009
-0.196847485,0.019374466
-1.033097804,0.533645536
0.379526421,0.072020152
-0.687743545,0.236495592
0.309167275,0.047792202
-1.972514291,1.945406313
-0.242332146,0.029362435
-0.266860983,0.035607392
0.403762115,0.081511923
0.666563484,0.222153439
0.156295335,0.012214116
-0.391959229,0.076816019
0.28866692,0.041664295
-1.209233366,0.731122667
-0.536642247,0.143992451
-0.138505771,0.009591924
-0.06489795,0.002105872
-0.244482103,0.029885749
0.253590754,0.032154135
-1.259505807,0.793177439
-0.310587559,0.048232316
-0.038372534,0.000736226
-1.068274213,0.570604897
-0.153646754,0.011803663
0.183304751,0.016800316
0.293437895,0.043052899
0.677553103,0.229539104
-0.015898733,0.000126385
0.842134586,0.35459533
0.733362376,0.268910188
-0.28218769,0.039814946
-1.455257199,1.058886758
-0.596064085,0.177646196
0.377643513,0.071307312
0.514213374,0.132207697
0.979676236,0.479882764
-2.047896666,2.096940377
1.52186721,1.158039903
-0.970991418,0.471412167
-0.005836092,1.703E-05
-0.521395914,0.13592685
1.62509188,1.320461808
-0.768294921,0.295138543
-0.134451481,0.0090386
0.501979896,0.125991908
-0.514432635,0.132320468
0.146595591,0.010745134
