x,y
0.876671144,-0.876671144
-0.541497239,0.541497239
0.315697195,-0.315697195
0.932989481,-0.932989481
-0.335471758,0.335471758
-1.091613625,1.091613625
0.875859191,-0.875859191
0.938255503,-0.938255503
-1.203635684,1.203635684
0.280619482,-0.280619482
0.781385529,-0.781385529
-0.579242644,0.579242644
-0.164930627,0.164930627
1.167043736,-1.167043736
0.70259436,-0.70259436
-0.053942596,0.053942596
-0.498337323,0.498337323
0.045601835,-0.045601835
1.349705492,-1.349705492
-0.469877758,0.469877758
-0.623128445,0.623128445
0.501510978,-0.501510978
0.415222235,-0.415222235
0.974658788,-0.974658788
-0.909328297,0.909328297
-0.926705795,0.926705795
-1.086032569,1.086032569
-0.689533116,0.689533116
0.695477474,-0.695477474
0.379813713,-0.379813713
-1.738874313,1.738874313
0.060165135,-0.060165135
0.541466936,-0.541466936
-1.396414994,1.396414994
0.923663562,-0.923663562
0.553703067,-0.553703067
0.323731371,-0.323731371
0.931290131,-0.931290131
-1.079842108,1.079842108
0.218906274,-0.218906274
0.627913797,-0.627913797
-1.37661101,1.37661101
1.108501738,-1.108501738
0.728432801,-0.728432801
-1.82408573,1.82408573
0.357777612,-0.357777612
-0.328359916,0.328359916
1.771806152,-1.771806152
0.654464852,-0.654464852
-1.295388464,1.295388464
1.35568233,-1.35568233
1.086137424,-1.086137424
-0.547390592,0.547390592
0.260606305,-0.260606305
-0.705436703,0.705436703
-0.037363551,0.037363551
-1.606600212,1.606600212
-0.772452784,0.772452784
0.549308728,-0.549308728
-0.61747772,0.61747772
-0.109935144,0.109935144
-0.178026742,0.178026742
0.842035288,-0.842035288
2.041652202,-2.041652202
1.040620575,-1.040620575
-1.231326433,1.231326433
0.179394149,-0.179394149
-0.269971415,0.269971415
1.39773243,-1.39773243
1.134237898,-1.134237898
-0.936544906,0.936544906
-0.912204661,0.912204661
-0.936585527,0.936585527
0.512418274,-0.512418274
-0.732720332,0.732720332
0.409163469,-0.409163469
-0.538282743,0.538282743
-0.056243002,0.056243002
-0.475434111,0.475434111
-0.025190027,0.025190027
0.659003894,-0.659003894
-0.646758644,0.646758644
0.503103542,-0.503103542
-0.424240344,0.424240344
0.070261489,-0.070261489
0.039274889,-0.039274889
-0.47745581,0.47745581
