x,y
2.033911816,0.615280307
1.114029552,-0.184755182
1.717436458,0.08305775
-0.601600506,0.279424535
-0.487336754,0.170193656
0.696502135,0.241563949
0.271905637,-0.555379728
-0.159613459,-0.570741013
2.117251888,2.362208526
-1.613316107,-0.73496643
0.502755809,-0.645993396
-1.482504896,-0.405191355
0.574662206,0.608965547
0.086118954,1.514328121
-0.076955728,0.559533067
0.602801214,0.834137185
-2.481832864,-1.853745673
2.050987699,0.631246956
-0.575543538,0.781096938
0.1305205,0.263635449
1.592672444,-0.674002562
1.597058303,1.250886496
-0.148789683,-0.294249811
0.971711713,-0.782945905
0.473507176,0.417965305
-2.834622761,-1.798875815
-0.266759227,-1.338561842
0.661749019,1.131626732
0.662113788,1.129524036
0.528220165,-1.029107397
0.109357224,-0.312212418
-0.747113967,-0.550535112
-1.038211753,-0.968046659
-0.237465002,0.602862104
-0.64416711,-0.500020654
-1.531316218,-2.150764733
0.452597675,0.526354201
0.51687961,0.735824615
-0.20757504,0.033139881
-1.271960767,-1.540159505
1.57769758,0.645355854
-0.370359442,-1.346602097
-0.023753572,-0.055345086
0.057103873,0.312091831
0.105968405,0.433508348
-0.126952041,0.195469681
2.504704757,0.49171727
-0.204742153,-0.128192789
-1.337145112,-0.3313027
0.611879924,0.866105593
-0.61970585,-0.624498364
-0.822013248,-0.927915025
-1.306927459,-0.605621027
-2.148536673,-2.132614452
0.155227967,-0.842828462
-0.778867193,-0.335700653
0.446009902,0.255984961
-1.944896845,-2.01259326
-1.181980554,-0.169922057
1.46566462,1.511527629
-0.381735939,-1.022850587
-0.053650446,0.710770255
0.283325604,-1.057242961
-0.373702052,-1.002577826
0.004875063,-0.569532584
-0.45761818,0.274274314
-0.582380106,-0.304947566
-0.18366816,-0.945594105
0.177593293,0.973188173
1.179144709,-0.100959407
0.134810171,-0.230547601
1.080215763,-0.300936704
-0.381851826,-0.821937492
-1.249059545,-0.480488926
0.949042982,-0.189307658
0.21804257,0.399766802
-0.8745984,-0.818013481
0.075106814,-0.021372932
1.190237025,0.414377026
-0.291515863,-0.235386596
0.011757733,-0.558618267
-0.37378573,-0.122666887
1.052894254,2.233740169
-1.119099647,0.878814636
1.404633376,1.078924405
1.76762368,1.360545358
-0.878792862,1.448653902
0.040467819,-0.289524472
-0.838974264,-0.59140218
-0.447040112,0.308499426
0.773477703,-0.863571424
-1.067223578,-1.348620092
1.038926562,0.263797553
-0.072245556,-0.435259316
0.263964541,-0.193892295
1.235895711,1.001314194
-0.095891653,-0.587099916
1.246737177,0.700677526
1.089075257,0.994933429
-0.7022955,0.036272752
0.191721821,-0.272620427
-1.070796472,0.137593491
0.435122826,-0.855876903
-0.420765833,0.667992908
-0.598683046,0.624717715
0.355560898,-1.40953108
0.148835489,1.318939306
-0.174585235,0.490593852
-0.228515006,-0.089830873
-1.366810571,-1.144789921
1.573302014,1.837424757
1.083808023,0.095224856
0.517927284,-0.193153304
0.388316117,-0.125961348
-1.485370953,0.01691296
0.741662632,1.10443054
-0.556999184,0.34740743
1.195410688,0.539075262
1.273405164,0.080752679
-0.275970586,-0.398273793
-0.595583896,-0.639755053
0.251425033,-0.095310314
0.480996659,-0.465875413
-0.287448823,-1.66477928
-1.349823863,0.886215716
0.395459571,0.601681097
-0.03276976,0.842669214
0.617354866,0.019595971
-0.002355598,-1.126804694
-1.195300097,-0.22123169
0.372518969,0.580971732
0.022764232,-0.130350419
0.04464673,1.463723004
0.605697299,-0.397405047
-0.574448202,-0.133632231
-0.756412698,-1.363356347
1.056652133,0.487233935
0.274949309,-0.45119517
-1.894247603,-1.77620301
0.239491392,-0.632958334
-0.360585841,-0.948856431
1.102501666,-0.36521673
0.11651463,0.140866675
-1.559753351,-1.737881673
0.952807259,0.574332171
1.421764176,-0.177862938
-0.507323104,-0.105720738
0.276455864,-0.600572442
-1.117283522,-0.77064895
0.535952303,0.574297399
-0.521400719,0.763878908
0.415522424,0.857531035
1.211129203,1.080854271
1.158068706,1.022505523
-0.789703392,-0.139527549
0.896563333,1.101809807
-1.679937858,-1.37073116
-0.806557316,-0.980508871
0.072470708,0.193053507
0.170849891,0.022296287
0.378868637,0.408002059
0.181497593,-0.058005396
-0.011279033,-1.097575628
0.721626254,0.91980732
-1.4560459,-0.383376558
