x,y
0.007093743,0.042252076
1.536060235,1.583491687
-0.510907618,-0.420951219
0.251773023,0.230451979
0.41974795,0.461972298
-0.235058545,-0.513081538
0.259090759,0.163602344
-0.399827641,-0.349081508
-0.081306345,-0.048761593
-1.164558816,-0.857555199
-0.277294714,-0.356841973
-1.284663167,-1.248813317
-0.710798542,-0.614875095
0.85465219,0.797234342
-0.624495548,-0.596773674
-0.449923233,-0.24624354
-0.402196834,-0.25402113
0.343269202,0.437255649
-0.820234355,-0.73145283
-0.757935631,-0.466324355
-0.195111728,-0.044322761
0.948156294,0.712628554
0.326901277,0.21711795
-0.643145355,-0.519841786
1.570284697,1.65758022
-0.317348114,-0.496083714
-2.196245623,-2.099007969
-0.585956126,-0.828681646
0.654343727,0.588750615
-0.73343922,-0.909662212
-0.030530771,-0.023164217
0.872484513,1.023685509
-0.277022906,-0.235651347
-1.160746733,-1.028430836
0.593987293,0.676919404
-0.316346599,-0.465404215
0.777401406,0.70396194
-0.900197962,-0.724165119
0.716840392,0.958539346
0.993194125,0.972064307
-1.00912881,-0.973782897
-0.280967166,-0.303177996
-0.338459299,-0.420162494
0.036566455,0.192203786
1.525361181,1.357835304
0.993524448,0.930965771
-0.333184998,-0.294786734
-0.898664513,-0.814890721
-0.863035711,-0.953260807
-0.00754826,-0.047054651
0.736580885,1.153410213
0.572749026,0.288086455
-1.091986781,-1.174123245
-0.133649522,0.006361456
-0.56696883,-0.897999709
0.250197351,0.110119121
0.908807936,0.789021438
-1.884771386,-1.924508885
-1.081283989,-1.293788582
-0.98164342,-0.969264888
1.044706512,1.258012626
0.478242991,0.742440667
0.620423968,0.810388565
-0.189639816,-0.155320007
-0.747771796,-0.656967704
-0.652592517,-0.514361925
0.6755891,0.761145157
-1.85256318,-1.755396313
-0.434639278,-0.264412048
-0.528887906,-0.545419206
-0.631788225,-0.576831813
0.205741313,0.073531639
0.339090779,0.353765974
1.323779064,1.435197734
-1.903031611,-1.801251033
0.862667946,0.992453082
-1.222041037,-1.424075428
-2.085502898,-2.144338888
-0.283546128,-0.236140964
-0.390419341,-0.177910535
2.307095287,2.233321477
-0.431876741,-0.66989743
1.422534593,1.38052612
0.698119305,0.609317616
0.076003896,-0.119283111
-0.63139588,-0.596488864
-0.629121812,-0.702691347
-0.020405467,-0.213810322
-0.290671276,-0.288059227
0.527426173,0.578038445
2.078568246,1.860479219
-0.517699775,-0.675795233
0.593137265,0.392784559
-1.045177705,-1.037113477
0.541139603,0.585002785
1.561851449,1.499297157
1.000432151,1.152616635
-0.942288585,-0.847481902
-0.749372676,-0.734679602
-0.317272496,-0.342255576
-0.740941281,-0.714811451
-0.569235453,-0.723115208
-1.351779657,-1.520573749
0.585413246,0.667270841
0.384468787,0.5104547
0.942995281,0.822777007
0.717113596,0.694568428
0.347425217,0.186260175
-0.289942616,-0.279835103
0.808332286,0.852458513
1.57063396,1.264961244
-1.84736487,-1.885887317
0.383931297,0.678498203
0.517749772,0.511108198
1.177242721,1.011948983
0.288801871,0.356628354
0.640127546,0.633058557
0.243448098,0.184314607
-1.066151572,-1.046132757
1.537912772,1.457186427
-0.915375248,-1.026720956
0.018896634,-0.008353136
-1.734216584,-1.706782364
0.124984774,0.30051563
0.378355479,0.454224801
-0.675181176,-0.506235821
0.424853733,0.482648825
0.494496372,0.476842961
1.333168605,1.256207898
-0.080415465,-0.270968748
1.174682346,1.035123348
-1.935397755,-2.007008112
-0.830436679,-0.928144135
0.042478979,-0.04277611
2.625076695,2.4760152
-2.407420996,-2.20372691
0.280344388,0.295975925
0.559546672,0.725570234
-1.455705665,-1.465298395
1.021909933,1.024200252
0.111822608,0.014055848
-1.172134352,-1.21124084
-0.050914131,-0.19217435
-1.342963962,-1.284394122
-0.286469541,-0.59043341
0.543054015,0.300922843
-0.042101074,-0.00340586
-0.234116779,-0.225748785
-1.121357425,-1.315575062
1.780234418,1.857353541
0.380731796,0.285030991
0.126324913,0.07774385
1.221966239,1.203814646
1.063887612,1.201280382
-1.34225193,-1.092719074
-0.202996138,-0.343977228
0.090373577,0.237773338
0.835368595,0.773589275
-0.759734687,-1.063747032
-1.380094736,-1.411011437
-0.524553887,-0.403912285
0.697492758,0.681754812
0.762244024,0.733337545
1.178490258,0.942079214
0.710150085,0.750882178
-0.786568513,-1.119212195
-1.132460065,-1.068852385
0.04970503,-0.05396599
0.560365404,0.905210851
-0.32530212,-0.146619358
-1.077690423,-1.314479591
0.004283577,-0.14217886
2.425227856,2.260781352
-2.771993214,-2.79469812
0.200215642,0.39045363
-1.132363563,-1.159906563
2.044014918,1.683267697
0.316971375,0.213469183
-0.307559928,-0.254175999
-0.426068472,-0.459595045
-0.019057078,0.011572526
-0.141430318,-0.016154503
1.424206691,1.154448081
0.422846957,0.412550956
1.311189455,1.07053809
-0.181390339,-0.103853708
-1.112575553,-1.107346099
-0.745194558,-0.669410385
-0.329400965,-0.274717262
0.361786813,0.143256737
1.062564706,0.990789153
0.740771925,0.67064365
-0.580294058,-0.319048712
-1.766122957,-1.590358543
0.325553548,0.557727922
1.399353836,1.414381268
-0.609779633,-0.68397833
-1.859263285,-1.503237204
-1.357712305,-1.271566255
0.43682399,0.565640802
-1.092535051,-1.144481843
-1.014694078,-1.081205887
2.203700983,2.209708252
0.315634648,0.292636262
-1.193766798,-1.272022227
-0.427832826,-0.329218924
-1.588304296,-1.469800142
-0.550319662,-0.508858803
0.486887994,0.664814467
-0.167632756,-0.339928655
0.479813353,0.701622251
1.216644141,1.23583844
1.382068538,1.19527655
0.077391243,0.387999075
0.055160713,0.111440564
0.104853985,0.058071683
-2.619847182,-2.538401501
1.32292489,1.294051047
0.914234696,1.116866164
-0.454472252,-0.491841947
0.799955445,0.987198061
-0.498786601,-0.489508501
0.688734096,0.744580506
-0.407028234,-0.376193499
-0.406903823,-0.28577928
-0.091133742,-0.079366776
-0.700091829,-0.698983998
-0.090431551,-0.13493028
0.107926887,-0.068318335
-1.989341346,-2.032506991
0.716554322,0.522773017
-0.101383383,-0.117694061
-2.27337294,-2.588293407
-0.62246992,-0.589241002
1.961431854,2.007687858
0.259553018,0.372663617
-0.901676853,-1.020231277
0.87588005,0.947387919
0.962899258,1.183051428
1.557385612,1.544628034
0.795012227,0.790415147
-1.605972475,-1.673923203
-0.42442459,-0.435542422
-1.167306511,-1.12958
-1.905463996,-1.77490808
-0.19795199,-0.11487252
-0.018180408,-0.139874339
0.485988234,0.557089922
0.615472924,0.454615633
-2.063840227,-2.006844403
-1.23302206,-1.298042177
